,Time,Resistance
unit,second,ohm
0,0.0,9.9e+37
1,0.038680008,9.9e+37
2,0.077186136,9.9e+37
3,0.115627197,9.9e+37
4,0.153951918,9.9e+37
5,0.191319978,9.9e+37
6,0.228933421,9.9e+37
7,0.267363212,9.9e+37
8,0.305787045,9.9e+37
9,0.343214097,9.9e+37
10,0.380778549,9.9e+37
11,0.419254016,9.9e+37
12,0.457719192,9.9e+37
13,0.496037859,9.9e+37
14,0.533561655,9.9e+37
15,0.572118315,9.9e+37
16,0.610356819,9.9e+37
17,0.647813118,9.9e+37
18,0.685419856,9.9e+37
19,0.723899815,9.9e+37
20,0.762517973,9.9e+37
21,0.801030026,9.9e+37
22,0.839447036,9.9e+37
23,0.877707182,9.9e+37
24,0.91532028,9.9e+37
25,0.953637903,9.9e+37
26,0.991139946,9.9e+37
27,1.028526676,9.9e+37
28,1.066907054,9.9e+37
29,1.104261224,9.9e+37
30,1.141857556,9.9e+37
31,1.180185594,9.9e+37
32,1.217721022,9.9e+37
33,1.25523839,9.9e+37
34,1.293633913,9.9e+37
35,1.332207646,9.9e+37
36,1.370538083,9.9e+37
37,1.408251493,9.9e+37
38,1.446562059,9.9e+37
39,1.485355568,9.9e+37
40,1.523452825,9.9e+37
41,1.560765488,9.9e+37
42,1.598349479,9.9e+37
43,1.636938551,9.9e+37
44,1.675526426,9.9e+37
45,1.713988802,9.9e+37
46,1.752441426,9.9e+37
47,1.790979336,9.9e+37
48,1.829268542,9.9e+37
49,1.866489181,9.9e+37
50,1.904232283,9.9e+37
51,1.942498893,9.9e+37
52,1.980188014,9.9e+37
53,2.018527854,9.9e+37
54,2.057161186,9.9e+37
55,2.095664141,9.9e+37
56,2.134113124,9.9e+37
57,2.17264041,9.9e+37
58,2.21118755,9.9e+37
59,2.249479964,9.9e+37
60,2.288229181,9.9e+37
61,2.326763531,9.9e+37
62,2.365261195,9.9e+37
63,2.403701627,9.9e+37
64,2.442203119,9.9e+37
65,2.480690416,9.9e+37
66,2.519238702,9.9e+37
67,2.557675651,9.9e+37
68,2.596151478,9.9e+37
69,2.634685088,9.9e+37
70,2.673235971,9.9e+37
71,2.711539165,9.9e+37
72,2.750151303,9.9e+37
73,2.78871558,9.9e+37
74,2.827217251,9.9e+37
75,2.865728687,9.9e+37
76,2.904231904,9.9e+37
77,2.942560766,9.9e+37
78,2.981242467,9.9e+37
