,Time,Resistance
unit,second,ohm
0,0.0,199.215264
1,27.463308572,199.221264
2,27.500820319,199.236256
3,27.538108463,199.239264
4,27.575412429,199.218256
5,27.612871843,199.197264
6,27.650270972,199.26328
7,27.687782921,199.266288
8,27.725247257,199.209264
9,27.762627501,199.17824
10,27.799989776,199.248272
11,27.837397623,199.260288
12,27.874818163,199.218256
13,27.912270075,199.194256
14,27.94965385,199.221264
15,27.986950106,199.254304
16,28.024304486,199.233264
17,28.061779372,199.218272
18,28.099165131,199.215264
19,28.136708965,199.248288
20,28.174088788,199.187232
21,28.212610073,199.18824
22,28.250043586,199.230272
23,28.288438573,199.230272
24,28.325700413,199.206256
25,28.363162936,199.215264
26,28.400589281,199.242256
27,28.438130685,199.206256
28,28.476589561,199.26328
29,28.513762238,199.251296
30,28.551533491,199.221264
31,28.589631264,199.215248
32,28.627009139,199.242272
33,28.664461957,199.233264
34,28.701905897,199.218256
35,28.73965623,199.212256
36,28.777846539,199.203264
37,28.815435085,199.251296
38,28.85284407,199.248288
39,28.891119951,199.230272
40,28.928740299,199.218256
41,28.96589869,199.230256
42,29.003390789,199.254288
43,29.04067717,199.227264
44,29.078209558,199.212256
45,29.115713213,199.23328
46,29.152911759,199.239264
47,29.190442794,199.218272
48,29.227835731,199.227264
49,29.265119935,199.239264
50,29.302541483,199.245264
51,29.339836013,199.218272
52,29.377193349,199.218272
53,29.414797791,199.236256
54,29.452246123,199.230288
55,29.489615252,199.224256
56,29.526890442,199.224256
57,29.564562423,199.230272
58,29.60275527,199.239264
59,29.640311256,199.215264
60,29.67776249,199.218256
61,29.715299516,199.233264
62,29.753659536,199.239264
63,29.791090341,199.236256
64,29.828359456,199.209248
65,29.865809021,199.242256
66,29.903129093,199.233264
67,29.940534521,199.227264
68,29.977914977,199.227264
69,30.015356671,199.230272
70,30.052743158,199.254272
71,30.090260731,199.224272
72,30.127627416,199.224272
73,30.165036996,199.236256
74,30.20253806,199.24528
75,30.239849454,199.209248
76,30.277244379,199.221264
77,30.314616535,199.224272
78,30.352041374,199.236272
79,30.389795607,199.218256
80,30.42785852,199.206272
81,30.465358727,199.236256
82,30.503914311,199.242256
83,30.541296811,199.227264
84,30.578650272,199.196256
85,30.616091472,199.23328
86,30.653288361,199.242256
87,30.690949672,199.193248
88,30.729356657,199.181232
89,30.76686257,199.23328
90,30.805622417,199.206256
91,30.84371457,199.218272
92,30.881064301,199.221264
93,30.918456226,199.203264
94,30.955809468,199.200256
95,30.993286077,199.25128
96,31.030723106,199.24528
97,31.068305585,199.239264
98,31.106736262,199.218256
99,31.14404215,199.22728
100,31.181273076,199.23328
101,31.218854447,199.23928
102,31.256129231,199.221264
103,31.293405613,199.218272
104,31.330840768,199.236272
105,31.368259059,199.218272
106,31.405658571,199.221264
107,31.443096138,199.26928
108,31.480652688,199.23928
109,31.518158464,199.248272
110,31.556473269,199.230272
111,31.593791268,199.227264
112,31.631422237,199.236256
113,31.668664606,199.227264
114,31.706165773,199.218256
115,31.743650478,199.221264
116,31.78084609,199.242288
117,31.81841337,199.215264
118,31.85578401,199.215248
119,31.893072155,199.245264
120,31.930598817,199.248272
121,31.967799639,199.206256
122,32.005304644,199.215264
123,32.042835905,199.239264
124,32.080078212,199.224272
125,32.117670558,199.224256
126,32.156200496,199.212256
127,32.194771775,199.175232
128,32.232970346,199.22728
129,32.270293525,199.257312
130,32.307701104,199.230272
131,32.345275602,199.203264
132,32.382651123,199.227264
133,32.420143402,199.239264
134,32.4575659,199.215248
135,32.495964761,199.197264
136,32.533466162,199.23328
137,32.571719492,199.215264
138,32.609144392,199.23328
139,32.646620321,199.221264
140,32.684060271,199.236256
141,32.721424374,199.248272
142,32.758871316,199.224272
143,32.796334729,199.257312
144,32.834718109,199.205264
145,32.872061772,199.209248
146,32.909471532,199.23928
147,32.946772129,199.248272
148,32.984311046,199.218272
149,33.021600246,199.224256
150,33.059105482,199.221264
151,33.096724405,199.236272
152,33.135197552,199.25728
153,33.173684071,199.221264
154,33.212059149,199.206272
155,33.249339329,199.224272
156,33.286726302,199.26328
157,33.324345716,199.209264
158,33.362757736,199.190256
159,33.400160065,199.248256
160,33.437504758,199.272288
161,33.475123677,199.227264
162,33.513517254,199.239264
163,33.55076217,199.236256
164,33.588199565,199.23328
165,33.625654261,199.230272
166,33.66309221,199.221264
167,33.700631643,199.212256
168,33.739040953,199.215248
169,33.776561192,199.227264
170,33.814995034,199.245264
171,33.852251216,199.245264
172,33.889570738,199.218272
173,33.92697274,199.221264
174,33.9644477,199.236272
175,34.002038922,199.24528
176,34.04044892,199.218256
177,34.077659266,199.206272
178,34.115332101,199.236256
179,34.153630113,199.266288
180,34.19089806,199.221264
181,34.228488733,199.206272
182,34.265795865,199.242288
183,34.30326841,199.251264
184,34.340634744,199.218256
185,34.378093173,199.0972
186,34.415553172,199.079168
187,34.45291571,198.6488
188,34.490351508,198.582752
189,34.527610904,198.22152
190,34.565014243,198.133376
191,34.602520281,197.0976
192,34.639983998,196.935504
193,34.677401508,196.351008
194,34.715961838,195.376256
195,34.754426083,194.665728
196,34.792813351,193.818976
197,34.830292241,193.475744
198,34.867627124,193.845968
199,34.904827456,193.400672
200,34.94245658,193.400688
201,34.979741036,193.180464
202,35.017303429,192.723152
203,35.055736569,192.22672
204,35.092868846,191.579216
205,35.130505195,190.534448
206,35.167747936,189.69376
207,35.205187071,189.350464
208,35.242927008,188.43576
209,35.281237039,187.1888
210,35.318761917,185.869728
211,35.357223107,184.770896
212,35.395880597,184.111376
213,35.434080506,183.418816
214,35.471437376,183.066496
215,35.508760714,182.361952
216,35.546239222,181.919664
217,35.583692426,181.6604
218,35.62097624,180.176304
219,35.658520149,179.939136
220,35.695847789,179.646864
221,35.73323563,179.406464
222,35.770622967,179.048
223,35.808009294,178.79784
224,35.845480683,178.460528
225,35.882903294,178.28928
226,35.920332771,178.069152
227,35.957858445,177.94896
228,35.996381789,177.370496
229,36.034944334,177.163232
230,36.073461619,176.160224
231,36.111655151,175.449584
232,36.149068908,175.205408
233,36.186669759,174.214448
234,36.22493077,174.1964
235,36.262512372,173.512768
236,36.299892057,173.046224
237,36.338455695,172.503776
238,36.376991779,171.98624
239,36.415223125,171.953184
240,36.452634474,171.781056
241,36.490027824,171.781072
242,36.527518521,171.479792
243,36.564856738,171.39872
244,36.602409225,171.151472
245,36.640992691,171.058384
246,36.679314734,170.649008
247,36.716701482,170.561872
248,36.754030449,170.440784
249,36.791410879,170.215696
250,36.828783951,170.248736
251,36.866286561,169.962368
252,36.903698864,169.842352
253,36.941031239,169.42696
254,36.978557372,168.9776
255,37.016029705,167.95056
256,37.054309636,166.490192
257,37.091659268,166.095744
258,37.129207964,166.911584
259,37.166723877,166.517216
260,37.205109605,144.259744
261,37.242504101,139.1608
262,37.27989951,138.079776
263,37.317396655,133.210264
264,37.35466107,132.999112
